,mse_mean,mse_var,mse_std,mse_50q,mse_90q,rsd
Gossip,3355.3047288025427,,3469.10627814468,1925.1431283531324,7877.425124258853,1.0339169042874836
Single,7543.945536215161,,9852.072322029175,3277.7780826558674,23423.332720989652,1.305957509201745
Centralized,1324.3711122971501,,701.9193510313539,1216.2716070224392,2360.7188007788,0.5300020096435505
